Latitude,Longitude,ZoneType,Hour,Noise_dB,TrafficIndex,PM2.5
28.630478947368424,77.254,Residential,22,40.45,0.0,44.8
28.630478947368424,77.254,Residential,23,58.26,0.223,50.1
28.635215789473687,77.164,Residential,0,43.56,0.075,36.3
28.635215789473687,77.164,Residential,1,51.29,0.247,39.4
28.635215789473687,77.164,Residential,2,53.21,0.273,58.7
28.635215789473687,77.164,Residential,3,46.92,0.114,64.6
28.635215789473687,77.164,Residential,4,45.95,0.022,45.0
28.635215789473687,77.164,Residential,5,51.75,0.178,43.1
28.635215789473687,77.164,Residential,6,67.01,0.411,63.9
28.635215789473687,77.164,Residential,7,68.84,0.465,59.7
28.635215789473687,77.164,Residential,8,51.22,0.219,33.2
28.635215789473687,77.164,Residential,9,55.35,0.323,54.5
28.635215789473687,77.164,Residential,10,48.62,0.127,53.2
28.635215789473687,77.164,Residential,11,56.56,0.204,35.1
28.635215789473687,77.164,Residential,12,64.35,0.483,61.7
28.635215789473687,77.164,Residential,13,58.42,0.261,36.1
28.635215789473687,77.164,Residential,14,53.35,0.187,30.7
28.635215789473687,77.164,Residential,15,57.84,0.277,56.9
28.635215789473687,77.164,Residential,16,49.4,0.172,31.7
28.635215789473687,77.164,Residential,17,57.99,0.278,61.0
28.635215789473687,77.164,Residential,18,60.88,0.31,45.7
28.635215789473687,77.164,Residential,19,56.17,0.221,42.7
28.635215789473687,77.164,Residential,20,60.6,0.318,43.2
28.635215789473687,77.164,Residential,21,47.43,0.223,43.9
28.635215789473687,77.164,Residential,22,56.93,0.23,69.6
28.635215789473687,77.164,Residential,23,57.49,0.34,44.7
28.635215789473687,77.16873684210526,Park,0,40.1,0.0,20.0
28.635215789473687,77.16873684210526,Park,1,44.54,0.118,39.4
28.635215789473687,77.16873684210526,Park,2,44.37,0.072,20.0
28.635215789473687,77.16873684210526,Park,3,39.93,0.037,26.0
28.635215789473687,77.16873684210526,Park,4,35.42,0.064,27.4
28.635215789473687,77.16873684210526,Park,5,35.0,0.06,20.0
28.635215789473687,77.16873684210526,Park,6,45.19,0.089,47.7
28.635215789473687,77.16873684210526,Park,7,42.6,0.039,28.8
28.635215789473687,77.16873684210526,Park,8,48.53,0.111,50.5
28.635215789473687,77.16873684210526,Park,9,45.4,0.122,23.1
28.635215789473687,77.16873684210526,Park,10,47.69,0.105,33.9
28.635215789473687,77.16873684210526,Park,11,39.98,0.0,20.0
28.635215789473687,77.16873684210526,Park,12,43.62,0.16,45.5
28.635215789473687,77.16873684210526,Park,13,47.57,0.121,37.3
28.635215789473687,77.16873684210526,Park,14,44.57,0.028,26.4
28.635215789473687,77.16873684210526,Park,15,39.36,0.036,24.5
28.635215789473687,77.16873684210526,Park,16,42.93,0.028,36.4
28.635215789473687,77.16873684210526,Park,17,39.4,0.0,42.8
28.635215789473687,77.16873684210526,Park,18,42.57,0.089,40.1
28.635215789473687,77.16873684210526,Park,19,45.34,0.099,20.0
28.635215789473687,77.16873684210526,Park,20,46.09,0.052,46.1
28.635215789473687,77.16873684210526,Park,21,45.82,0.088,31.4
28.635215789473687,77.16873684210526,Park,22,41.94,0.103,20.0
28.635215789473687,77.16873684210526,Park,23,39.0,0.0,23.6
28.635215789473687,77.17347368421053,Market,0,61.67,0.416,54.8
28.635215789473687,77.17347368421053,Market,1,62.6,0.413,43.5
28.635215789473687,77.17347368421053,Market,2,61.48,0.289,48.4
28.635215789473687,77.17347368421053,Market,3,59.26,0.293,32.8
28.635215789473687,77.17347368421053,Market,4,61.45,0.295,61.7
28.635215789473687,77.17347368421053,Market,5,64.23,0.314,37.0
28.635215789473687,77.17347368421053,Market,6,81.18,0.652,61.5
28.635215789473687,77.17347368421053,Market,7,85.8,0.833,70.7
28.635215789473687,77.17347368421053,Market,8,65.02,0.449,61.2
28.635215789473687,77.17347368421053,Market,9,74.99,0.526,60.8
28.635215789473687,77.17347368421053,Market,10,66.86,0.513,54.9
28.635215789473687,77.17347368421053,Market,11,70.19,0.477,62.8
28.635215789473687,77.17347368421053,Market,12,65.74,0.475,64.1
28.635215789473687,77.17347368421053,Market,13,80.13,0.695,56.1
28.635215789473687,77.17347368421053,Market,14,71.6,0.47,50.9
28.635215789473687,77.17347368421053,Market,15,63.85,0.358,40.0
28.635215789473687,77.17347368421053,Market,16,79.02,0.584,71.8
28.635215789473687,77.17347368421053,Market,17,70.54,0.532,73.3
28.635215789473687,77.17347368421053,Market,18,71.48,0.594,56.5
28.635215789473687,77.17347368421053,Market,19,84.85,0.702,85.8
28.635215789473687,77.17347368421053,Market,20,67.26,0.418,66.5
28.635215789473687,77.17347368421053,Market,21,76.53,0.601,64.2
28.635215789473687,77.17347368421053,Market,22,61.78,0.414,42.1
28.635215789473687,77.17347368421053,Market,23,68.87,0.408,43.3
28.635215789473687,77.1782105263158,Residential,0,53.79,0.219,54.8
28.635215789473687,77.1782105263158,Residential,1,50.57,0.168,32.3
28.635215789473687,77.1782105263158,Residential,2,57.57,0.355,39.9
28.635215789473687,77.1782105263158,Residential,3,52.37,0.194,36.0
28.635215789473687,77.1782105263158,Residential,4,50.15,0.202,44.3
28.635215789473687,77.1782105263158,Residential,5,55.46,0.251,53.0
28.635215789473687,77.1782105263158,Residential,6,62.66,0.338,42.1
28.635215789473687,77.1782105263158,Residential,7,60.06,0.313,39.9
28.635215789473687,77.1782105263158,Residential,8,68.63,0.518,44.5
28.635215789473687,77.1782105263158,Residential,9,69.4,0.551,59.2
28.635215789473687,77.1782105263158,Residential,10,58.12,0.419,53.2
28.635215789473687,77.1782105263158,Residential,11,52.99,0.335,39.6
28.635215789473687,77.1782105263158,Residential,12,59.39,0.396,41.0
28.635215789473687,77.1782105263158,Residential,13,49.01,0.268,20.0
28.635215789473687,77.1782105263158,Residential,14,57.75,0.383,43.2
28.635215789473687,77.1782105263158,Residential,15,60.54,0.38,60.0
28.635215789473687,77.1782105263158,Residential,16,54.4,0.25,48.1
28.635215789473687,77.1782105263158,Residential,17,50.91,0.13,41.6
28.635215789473687,77.1782105263158,Residential,18,60.83,0.275,36.9
28.635215789473687,77.1782105263158,Residential,19,62.48,0.455,52.2
28.635215789473687,77.1782105263158,Residential,20,60.23,0.396,26.9
28.635215789473687,77.1782105263158,Residential,21,57.24,0.374,40.2
28.635215789473687,77.1782105263158,Residential,22,60.85,0.294,49.5
28.635215789473687,77.1782105263158,Residential,23,57.9,0.321,42.1
28.635215789473687,77.18294736842105,Market,0,66.41,0.394,51.7
28.635215789473687,77.18294736842105,Market,1,52.57,0.187,52.0
28.635215789473687,77.18294736842105,Market,2,61.89,0.314,48.3
28.635215789473687,77.18294736842105,Market,3,49.8,0.203,31.1
28.635215789473687,77.18294736842105,Market,4,61.81,0.346,73.1
28.635215789473687,77.18294736842105,Market,5,66.97,0.368,58.8
28.635215789473687,77.18294736842105,Market,6,73.95,0.532,64.4
28.635215789473687,77.18294736842105,Market,7,74.45,0.625,39.3
28.635215789473687,77.18294736842105,Market,8,79.27,0.616,65.6
28.635215789473687,77.18294736842105,Market,9,63.76,0.405,54.3
28.635215789473687,77.18294736842105,Market,10,72.58,0.448,60.3
28.635215789473687,77.18294736842105,Market,11,64.46,0.492,62.4
28.635215789473687,77.18294736842105,Market,12,70.67,0.447,61.9
28.635215789473687,77.18294736842105,Market,13,72.15,0.575,61.3
28.635215789473687,77.18294736842105,Market,14,71.27,0.585,63.0
28.635215789473687,77.18294736842105,Market,15,64.45,0.455,53.5
28.635215789473687,77.18294736842105,Market,16,65.9,0.305,32.3
28.635215789473687,77.18294736842105,Market,17,80.13,0.682,69.9
28.635215789473687,77.18294736842105,Market,18,87.22,0.779,56.2
28.635215789473687,77.18294736842105,Market,19,78.6,0.72,65.2
28.635215789473687,77.18294736842105,Market,20,86.43,0.752,69.0
28.635215789473687,77.18294736842105,Market,21,71.5,0.487,58.8
28.635215789473687,77.18294736842105,Market,22,71.81,0.549,48.2
28.635215789473687,77.18294736842105,Market,23,68.92,0.418,53.5
28.635215789473687,77.18768421052631,Market,0,62.01,0.34,59.4
28.635215789473687,77.18768421052631,Market,1,56.5,0.328,56.4
28.635215789473687,77.18768421052631,Market,2,67.96,0.442,27.2
28.635215789473687,77.18768421052631,Market,3,63.44,0.458,61.3
28.635215789473687,77.18768421052631,Market,4,60.24,0.339,47.2
28.635215789473687,77.18768421052631,Market,5,59.63,0.338,58.7
28.635215789473687,77.18768421052631,Market,6,74.99,0.577,54.3
28.635215789473687,77.18768421052631,Market,7,67.33,0.437,61.6
28.635215789473687,77.18768421052631,Market,8,83.44,0.707,54.9
28.635215789473687,77.18768421052631,Market,9,64.08,0.361,46.0
28.635215789473687,77.18768421052631,Market,10,76.63,0.574,48.5
28.635215789473687,77.18768421052631,Market,11,73.78,0.562,57.3
28.635215789473687,77.18768421052631,Market,12,72.38,0.559,61.3
28.635215789473687,77.18768421052631,Market,13,63.45,0.451,39.8
28.635215789473687,77.18768421052631,Market,14,78.65,0.622,64.7
28.635215789473687,77.18768421052631,Market,15,85.82,0.723,66.9
28.635215789473687,77.18768421052631,Market,16,62.78,0.377,52.1
28.635215789473687,77.18768421052631,Market,17,76.66,0.587,53.8
28.635215789473687,77.18768421052631,Market,18,82.11,0.758,72.8
28.635215789473687,77.18768421052631,Market,19,78.34,0.516,72.9
28.635215789473687,77.18768421052631,Market,20,81.44,0.724,60.9
28.635215789473687,77.18768421052631,Market,21,74.73,0.541,60.5
28.635215789473687,77.18768421052631,Market,22,75.29,0.547,60.2
28.635215789473687,77.18768421052631,Market,23,67.52,0.5,53.4
28.635215789473687,77.19242105263159,Industrial,0,61.52,0.287,41.0
28.635215789473687,77.19242105263159,Industrial,1,51.64,0.234,40.5
28.635215789473687,77.19242105263159,Industrial,2,48.37,0.197,38.9
28.635215789473687,77.19242105263159,Industrial,3,64.65,0.464,46.6
28.635215789473687,77.19242105263159,Industrial,4,61.36,0.379,43.3
28.635215789473687,77.19242105263159,Industrial,5,70.17,0.43,56.1
28.635215789473687,77.19242105263159,Industrial,6,69.23,0.473,66.3
28.635215789473687,77.19242105263159,Industrial,7,80.49,0.584,80.0
28.635215789473687,77.19242105263159,Industrial,8,65.71,0.418,66.7
28.635215789473687,77.19242105263159,Industrial,9,92.88,0.82,80.1
28.635215789473687,77.19242105263159,Industrial,10,66.64,0.512,61.9
28.635215789473687,77.19242105263159,Industrial,11,70.39,0.537,68.4
28.635215789473687,77.19242105263159,Industrial,12,79.87,0.691,61.8
28.635215789473687,77.19242105263159,Industrial,13,76.07,0.598,59.4
28.635215789473687,77.19242105263159,Industrial,14,72.48,0.59,64.5
28.635215789473687,77.19242105263159,Industrial,15,98.9,1.0,71.6
28.635215789473687,77.19242105263159,Industrial,16,70.94,0.578,53.6
28.635215789473687,77.19242105263159,Industrial,17,83.51,0.751,62.6
28.635215789473687,77.19242105263159,Industrial,18,89.08,0.73,69.1
28.635215789473687,77.19242105263159,Industrial,19,72.48,0.573,49.5
28.635215789473687,77.19242105263159,Industrial,20,72.96,0.57,62.2
28.635215789473687,77.19242105263159,Industrial,21,65.7,0.38,64.5
28.635215789473687,77.19242105263159,Industrial,22,66.65,0.455,64.6
28.635215789473687,77.19242105263159,Industrial,23,88.77,0.809,82.8
28.635215789473687,77.19715789473685,MainRoad,0,59.32,0.34,53.6
28.635215789473687,77.19715789473685,MainRoad,1,65.51,0.469,62.6
28.635215789473687,77.19715789473685,MainRoad,2,69.4,0.514,59.0
28.635215789473687,77.19715789473685,MainRoad,3,70.36,0.528,45.4
28.635215789473687,77.19715789473685,MainRoad,4,51.67,0.15,56.5
28.635215789473687,77.19715789473685,MainRoad,5,70.2,0.509,50.7
28.635215789473687,77.19715789473685,MainRoad,6,75.74,0.605,64.0
28.635215789473687,77.19715789473685,MainRoad,7,83.02,0.678,75.2
28.635215789473687,77.19715789473685,MainRoad,8,91.03,0.911,76.9
28.635215789473687,77.19715789473685,MainRoad,9,95.19,0.967,61.6
28.635215789473687,77.19715789473685,MainRoad,10,85.75,0.732,56.5
28.635215789473687,77.19715789473685,MainRoad,11,66.16,0.343,54.5
28.635215789473687,77.19715789473685,MainRoad,12,92.31,0.949,81.8
28.635215789473687,77.19715789473685,MainRoad,13,68.51,0.404,42.7
28.635215789473687,77.19715789473685,MainRoad,14,93.27,0.848,70.3
28.635215789473687,77.19715789473685,MainRoad,15,79.41,0.706,66.5
28.635215789473687,77.19715789473685,MainRoad,16,76.11,0.68,58.0
28.635215789473687,77.19715789473685,MainRoad,17,88.25,0.825,67.0
28.635215789473687,77.19715789473685,MainRoad,18,84.19,0.761,77.6
28.635215789473687,77.19715789473685,MainRoad,19,99.9,0.966,88.6
28.635215789473687,77.19715789473685,MainRoad,20,83.57,0.636,42.6
28.635215789473687,77.19715789473685,MainRoad,21,73.68,0.605,53.4
28.635215789473687,77.19715789473685,MainRoad,22,78.36,0.586,62.6
28.635215789473687,77.19715789473685,MainRoad,23,82.21,0.732,57.6
28.635215789473687,77.2018947368421,Industrial,0,69.72,0.524,49.8
28.635215789473687,77.2018947368421,Industrial,1,67.78,0.415,55.2
28.635215789473687,77.2018947368421,Industrial,2,60.5,0.274,56.2
28.635215789473687,77.2018947368421,Industrial,3,62.67,0.366,51.5
28.635215789473687,77.2018947368421,Industrial,4,58.23,0.328,31.9
28.635215789473687,77.2018947368421,Industrial,5,72.75,0.595,75.9
28.635215789473687,77.2018947368421,Industrial,6,74.61,0.578,60.1
28.635215789473687,77.2018947368421,Industrial,7,74.29,0.397,72.0
28.635215789473687,77.2018947368421,Industrial,8,78.52,0.655,55.6
28.635215789473687,77.2018947368421,Industrial,9,84.86,0.719,95.5
28.635215789473687,77.2018947368421,Industrial,10,77.36,0.605,54.9
28.635215789473687,77.2018947368421,Industrial,11,73.82,0.537,62.6
28.635215789473687,77.2018947368421,Industrial,12,81.52,0.749,61.7
28.635215789473687,77.2018947368421,Industrial,13,83.33,0.662,52.7
28.635215789473687,77.2018947368421,Industrial,14,85.35,0.718,66.4
28.635215789473687,77.2018947368421,Industrial,15,70.58,0.575,72.3
28.635215789473687,77.2018947368421,Industrial,16,65.19,0.499,56.4
28.635215789473687,77.2018947368421,Industrial,17,80.99,0.701,75.1
28.635215789473687,77.2018947368421,Industrial,18,90.24,0.856,75.2
28.635215789473687,77.2018947368421,Industrial,19,78.77,0.652,42.5
28.635215789473687,77.2018947368421,Industrial,20,89.17,0.808,57.1
28.635215789473687,77.2018947368421,Industrial,21,71.0,0.538,58.4
28.635215789473687,77.2018947368421,Industrial,22,66.34,0.448,29.6
28.635215789473687,77.2018947368421,Industrial,23,79.19,0.656,53.1
28.635215789473687,77.20663157894737,MainRoad,0,72.7,0.559,72.8
28.635215789473687,77.20663157894737,MainRoad,1,68.08,0.498,52.5
28.635215789473687,77.20663157894737,MainRoad,2,51.08,0.221,51.7
28.635215789473687,77.20663157894737,MainRoad,3,81.15,0.644,67.0
28.635215789473687,77.20663157894737,MainRoad,4,52.07,0.178,36.4
28.635215789473687,77.20663157894737,MainRoad,5,65.84,0.316,57.3
28.635215789473687,77.20663157894737,MainRoad,6,85.64,0.758,85.6
28.635215789473687,77.20663157894737,MainRoad,7,100.0,1.0,90.9
28.635215789473687,77.20663157894737,MainRoad,8,93.3,0.871,71.7
28.635215789473687,77.20663157894737,MainRoad,9,72.42,0.528,56.5
28.635215789473687,77.20663157894737,MainRoad,10,78.0,0.594,66.3
28.635215789473687,77.20663157894737,MainRoad,11,90.2,0.865,71.9
28.635215789473687,77.20663157894737,MainRoad,12,90.67,0.819,76.3
28.635215789473687,77.20663157894737,MainRoad,13,81.11,0.692,58.7
28.635215789473687,77.20663157894737,MainRoad,14,63.53,0.349,52.2
28.635215789473687,77.20663157894737,MainRoad,15,77.16,0.642,69.1
28.635215789473687,77.20663157894737,MainRoad,16,86.61,0.784,70.0
28.635215789473687,77.20663157894737,MainRoad,17,87.28,0.681,69.0
28.635215789473687,77.20663157894737,MainRoad,18,100.0,1.0,70.8
28.635215789473687,77.20663157894737,MainRoad,19,100.0,0.957,87.7
28.635215789473687,77.20663157894737,MainRoad,20,88.24,0.874,75.1
28.635215789473687,77.20663157894737,MainRoad,21,65.94,0.376,39.5
28.635215789473687,77.20663157894737,MainRoad,22,87.47,0.842,60.1
28.635215789473687,77.20663157894737,MainRoad,23,80.16,0.703,72.6
28.635215789473687,77.21136842105264,Market,0,60.58,0.389,33.7
28.635215789473687,77.21136842105264,Market,1,59.97,0.245,61.5
28.635215789473687,77.21136842105264,Market,2,57.84,0.274,48.2
28.635215789473687,77.21136842105264,Market,3,53.73,0.279,21.7
28.635215789473687,77.21136842105264,Market,4,72.21,0.522,63.9
28.635215789473687,77.21136842105264,Market,5,52.38,0.161,37.9
28.635215789473687,77.21136842105264,Market,6,76.99,0.617,72.3
28.635215789473687,77.21136842105264,Market,7,76.73,0.623,63.6
28.635215789473687,77.21136842105264,Market,8,82.04,0.71,72.8
28.635215789473687,77.21136842105264,Market,9,71.27,0.515,61.6
28.635215789473687,77.21136842105264,Market,10,66.3,0.437,51.9
28.635215789473687,77.21136842105264,Market,11,73.83,0.565,47.0
28.635215789473687,77.21136842105264,Market,12,69.31,0.473,50.5
28.635215789473687,77.21136842105264,Market,13,77.85,0.604,77.7
28.635215789473687,77.21136842105264,Market,14,66.7,0.438,57.2
28.635215789473687,77.21136842105264,Market,15,79.47,0.638,73.8
28.635215789473687,77.21136842105264,Market,16,79.1,0.636,35.6
28.635215789473687,77.21136842105264,Market,17,71.95,0.414,62.1
28.635215789473687,77.21136842105264,Market,18,87.01,0.815,73.2
28.635215789473687,77.21136842105264,Market,19,75.27,0.526,54.4
28.635215789473687,77.21136842105264,Market,20,81.44,0.556,54.1
28.635215789473687,77.21136842105264,Market,21,77.79,0.661,61.2
28.635215789473687,77.21136842105264,Market,22,60.26,0.307,45.2
28.635215789473687,77.21136842105264,Market,23,71.32,0.602,50.8
28.635215789473687,77.2161052631579,MainRoad,0,59.98,0.313,40.8
28.635215789473687,77.2161052631579,MainRoad,1,60.2,0.384,52.1
28.635215789473687,77.2161052631579,MainRoad,2,64.25,0.46,39.5
28.635215789473687,77.2161052631579,MainRoad,3,51.01,0.227,53.4
28.635215789473687,77.2161052631579,MainRoad,4,73.65,0.591,55.2
28.635215789473687,77.2161052631579,MainRoad,5,54.36,0.216,33.6
28.635215789473687,77.2161052631579,MainRoad,6,95.9,0.969,96.2
28.635215789473687,77.2161052631579,MainRoad,7,78.4,0.652,49.8
28.635215789473687,77.2161052631579,MainRoad,8,88.45,0.815,79.6
28.635215789473687,77.2161052631579,MainRoad,9,100.0,1.0,69.7
28.635215789473687,77.2161052631579,MainRoad,10,86.84,0.812,81.7
28.635215789473687,77.2161052631579,MainRoad,11,91.85,0.909,76.7
28.635215789473687,77.2161052631579,MainRoad,12,90.45,0.907,74.3
28.635215789473687,77.2161052631579,MainRoad,13,100.0,1.0,95.9
28.635215789473687,77.2161052631579,MainRoad,14,70.07,0.578,56.9
28.635215789473687,77.2161052631579,MainRoad,15,95.08,0.857,89.6
28.635215789473687,77.2161052631579,MainRoad,16,87.24,0.822,79.1
28.635215789473687,77.2161052631579,MainRoad,17,97.71,1.0,80.6
28.635215789473687,77.2161052631579,MainRoad,18,90.8,0.894,75.0
28.635215789473687,77.2161052631579,MainRoad,19,98.18,0.96,73.8
28.635215789473687,77.2161052631579,MainRoad,20,93.71,0.825,81.2
28.635215789473687,77.2161052631579,MainRoad,21,89.48,0.855,73.0
28.635215789473687,77.2161052631579,MainRoad,22,83.23,0.674,77.2
28.635215789473687,77.2161052631579,MainRoad,23,65.86,0.353,52.4
28.635215789473687,77.22084210526316,Industrial,0,63.15,0.371,53.5
28.635215789473687,77.22084210526316,Industrial,1,57.92,0.291,42.8
28.635215789473687,77.22084210526316,Industrial,2,73.09,0.612,46.8
28.635215789473687,77.22084210526316,Industrial,3,68.82,0.44,56.0
28.635215789473687,77.22084210526316,Industrial,4,59.95,0.433,32.3
28.635215789473687,77.22084210526316,Industrial,5,68.42,0.517,66.0
28.635215789473687,77.22084210526316,Industrial,6,82.02,0.656,75.9
28.635215789473687,77.22084210526316,Industrial,7,74.6,0.645,62.1
28.635215789473687,77.22084210526316,Industrial,8,57.43,0.314,49.1
28.635215789473687,77.22084210526316,Industrial,9,79.82,0.755,62.0
28.635215789473687,77.22084210526316,Industrial,10,86.07,0.787,85.1
28.635215789473687,77.22084210526316,Industrial,11,78.27,0.647,60.5
28.635215789473687,77.22084210526316,Industrial,12,91.35,0.935,63.1
28.635215789473687,77.22084210526316,Industrial,13,75.36,0.511,69.1
28.635215789473687,77.22084210526316,Industrial,14,80.0,0.679,69.7
28.635215789473687,77.22084210526316,Industrial,15,82.77,0.699,70.4
28.635215789473687,77.22084210526316,Industrial,16,70.79,0.539,37.6
28.635215789473687,77.22084210526316,Industrial,17,74.28,0.494,50.8
28.635215789473687,77.22084210526316,Industrial,18,83.73,0.686,62.7
28.635215789473687,77.22084210526316,Industrial,19,83.29,0.668,52.9
28.635215789473687,77.22084210526316,Industrial,20,91.34,0.833,71.2
28.635215789473687,77.22084210526316,Industrial,21,77.55,0.537,78.5
28.635215789473687,77.22084210526316,Industrial,22,83.34,0.716,67.9
28.635215789473687,77.22084210526316,Industrial,23,65.33,0.499,48.0
28.635215789473687,77.22557894736842,Residential,0,52.06,0.155,59.2
28.635215789473687,77.22557894736842,Residential,1,54.84,0.213,53.1
28.635215789473687,77.22557894736842,Residential,2,50.51,0.19,43.0
28.635215789473687,77.22557894736842,Residential,3,46.88,0.089,42.7
28.635215789473687,77.22557894736842,Residential,4,52.07,0.216,37.1
28.635215789473687,77.22557894736842,Residential,5,40.58,0.0,30.7
28.635215789473687,77.22557894736842,Residential,6,65.42,0.353,73.4
28.635215789473687,77.22557894736842,Residential,7,51.98,0.19,47.4
28.635215789473687,77.22557894736842,Residential,8,48.73,0.047,42.3
28.635215789473687,77.22557894736842,Residential,9,63.35,0.348,47.2
28.635215789473687,77.22557894736842,Residential,10,52.79,0.234,36.8
28.635215789473687,77.22557894736842,Residential,11,54.89,0.262,48.7
28.635215789473687,77.22557894736842,Residential,12,50.94,0.199,46.6
28.635215789473687,77.22557894736842,Residential,13,55.23,0.288,55.5
28.635215789473687,77.22557894736842,Residential,14,54.09,0.231,32.9
28.635215789473687,77.22557894736842,Residential,15,63.82,0.379,38.1
28.635215789473687,77.22557894736842,Residential,16,51.43,0.16,38.5
28.635215789473687,77.22557894736842,Residential,17,53.49,0.203,44.5
28.635215789473687,77.22557894736842,Residential,18,59.73,0.313,45.3
28.635215789473687,77.22557894736842,Residential,19,61.0,0.333,43.9
28.635215789473687,77.22557894736842,Residential,20,55.95,0.226,52.1
28.635215789473687,77.22557894736842,Residential,21,42.45,0.093,36.8
28.635215789473687,77.22557894736842,Residential,22,55.88,0.249,42.1
28.635215789473687,77.22557894736842,Residential,23,52.8,0.221,52.9
28.635215789473687,77.23031578947369,Residential,0,49.21,0.218,46.8
28.635215789473687,77.23031578947369,Residential,1,47.63,0.142,28.8
28.635215789473687,77.23031578947369,Residential,2,47.31,0.134,35.7
28.635215789473687,77.23031578947369,Residential,3,49.5,0.154,39.6
28.635215789473687,77.23031578947369,Residential,4,56.02,0.226,34.6
28.635215789473687,77.23031578947369,Residential,5,47.77,0.127,31.5
28.635215789473687,77.23031578947369,Residential,6,65.97,0.404,51.1
28.635215789473687,77.23031578947369,Residential,7,48.43,0.166,34.3
28.635215789473687,77.23031578947369,Residential,8,62.03,0.315,58.7
28.635215789473687,77.23031578947369,Residential,9,55.41,0.258,43.6
28.635215789473687,77.23031578947369,Residential,10,57.53,0.328,46.0
28.635215789473687,77.23031578947369,Residential,11,53.91,0.204,32.0
28.635215789473687,77.23031578947369,Residential,12,55.21,0.311,25.0
28.635215789473687,77.23031578947369,Residential,13,56.01,0.291,47.8
28.635215789473687,77.23031578947369,Residential,14,60.23,0.352,53.1
28.635215789473687,77.23031578947369,Residential,15,58.51,0.255,49.1
28.635215789473687,77.23031578947369,Residential,16,54.82,0.29,28.9
28.635215789473687,77.23031578947369,Residential,17,54.38,0.246,39.1
28.635215789473687,77.23031578947369,Residential,18,53.76,0.224,33.6
28.635215789473687,77.23031578947369,Residential,19,47.72,0.163,36.3
28.635215789473687,77.23031578947369,Residential,20,69.38,0.544,52.3
28.635215789473687,77.23031578947369,Residential,21,50.06,0.194,34.7
28.635215789473687,77.23031578947369,Residential,22,41.15,0.0,32.4
28.635215789473687,77.23031578947369,Residential,23,60.9,0.355,64.2
28.635215789473687,77.23505263157895,Residential,0,49.06,0.199,39.1
28.635215789473687,77.23505263157895,Residential,1,43.38,0.084,41.1
28.635215789473687,77.23505263157895,Residential,2,43.53,0.033,41.9
28.635215789473687,77.23505263157895,Residential,3,55.61,0.326,30.0
28.635215789473687,77.23505263157895,Residential,4,45.39,0.017,31.2
28.635215789473687,77.23505263157895,Residential,5,43.26,0.073,42.9
28.635215789473687,77.23505263157895,Residential,6,57.23,0.287,49.3
28.635215789473687,77.23505263157895,Residential,7,50.64,0.103,43.8
28.635215789473687,77.23505263157895,Residential,8,60.88,0.394,64.8
28.635215789473687,77.23505263157895,Residential,9,63.03,0.399,47.7
28.635215789473687,77.23505263157895,Residential,10,49.97,0.189,25.1
28.635215789473687,77.23505263157895,Residential,11,54.79,0.287,44.0
28.635215789473687,77.23505263157895,Residential,12,51.04,0.086,40.8
28.635215789473687,77.23505263157895,Residential,13,54.1,0.154,53.2
28.635215789473687,77.23505263157895,Residential,14,54.44,0.19,40.5
28.635215789473687,77.23505263157895,Residential,15,51.48,0.138,46.7
28.635215789473687,77.23505263157895,Residential,16,50.89,0.21,48.3
28.635215789473687,77.23505263157895,Residential,17,58.18,0.355,42.9
28.635215789473687,77.23505263157895,Residential,18,57.79,0.227,63.7
28.635215789473687,77.23505263157895,Residential,19,54.83,0.3,57.1
28.635215789473687,77.23505263157895,Residential,20,54.24,0.218,38.5
28.635215789473687,77.23505263157895,Residential,21,59.21,0.172,43.9
28.635215789473687,77.23505263157895,Residential,22,54.16,0.219,49.0
28.635215789473687,77.23505263157895,Residential,23,55.72,0.304,52.0
28.635215789473687,77.23978947368421,Residential,0,47.99,0.158,33.5
28.635215789473687,77.23978947368421,Residential,1,50.82,0.196,48.2
28.635215789473687,77.23978947368421,Residential,2,46.5,0.115,45.4
28.635215789473687,77.23978947368421,Residential,3,48.07,0.135,26.3
28.635215789473687,77.23978947368421,Residential,4,58.94,0.338,28.1
28.635215789473687,77.23978947368421,Residential,5,45.58,0.085,47.6
28.635215789473687,77.23978947368421,Residential,6,62.55,0.454,65.4
28.635215789473687,77.23978947368421,Residential,7,54.53,0.309,54.0
28.635215789473687,77.23978947368421,Residential,8,50.69,0.26,40.6
28.635215789473687,77.23978947368421,Residential,9,59.98,0.273,58.4
28.635215789473687,77.23978947368421,Residential,10,39.92,0.045,23.7
28.635215789473687,77.23978947368421,Residential,11,58.24,0.283,44.0
28.635215789473687,77.23978947368421,Residential,12,52.73,0.156,45.3
28.635215789473687,77.23978947368421,Residential,13,53.88,0.153,43.3
28.635215789473687,77.23978947368421,Residential,14,57.84,0.315,37.6
28.635215789473687,77.23978947368421,Residential,15,61.15,0.403,56.8
28.635215789473687,77.23978947368421,Residential,16,55.81,0.262,44.4
28.635215789473687,77.23978947368421,Residential,17,63.47,0.424,43.1
28.635215789473687,77.23978947368421,Residential,18,60.82,0.295,57.6
28.635215789473687,77.23978947368421,Residential,19,61.82,0.43,47.8
28.635215789473687,77.23978947368421,Residential,20,68.01,0.441,63.7
28.635215789473687,77.23978947368421,Residential,21,52.05,0.319,52.1
28.635215789473687,77.23978947368421,Residential,22,49.53,0.14,37.1
28.635215789473687,77.23978947368421,Residential,23,49.47,0.132,42.2
